Ad Date,Ad Title,Ad Type,Age Specified,County,Gender Specified,Image No,Count,URL_ERROR,FULL TEXT,Notes,Press Date,Sale Date,Sale Disposition,Sale Location County,Sale Location Locale,Sale Location State,Skills Specified,First Name,Last Name,Source,Source Page,Subscriber County,Subscriber Firstname,Subscriber Lastname,Subscriber Locale,Subscriber State
18501113,Trustee's Sale,Sell,6,Frederick,M,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18501115rc1.pdf,,ERROR (7 occurrences),,,18501115,18501126,public,FR,Residence of Jacob Walker,MD,,,,Republican Citizen,2,FR,Isaac,Walker,,MD
18501113,Trustee's Sale,Sell,10,Frederick,M,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18501115rc1.pdf,,ERROR (7 occurrences),,,18501115,18501126,public,FR,Residence of Jacob Walker,MD,,,,Republican Citizen,2,FR,Isaac,Walker,,MD
18501113,Trustee's Sale,Sell,2,Frederick,F,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18501115rc1.pdf,,ERROR (7 occurrences),,,18501115,18501126,public,FR,Residence of Jacob Walker,MD,,,,Republican Citizen,2,FR,Isaac,Walker,,MD
18501113,Trustee's Sale,Sell,8,Frederick,F,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18501115rc1.pdf,,ERROR (7 occurrences),,,18501115,18501126,public,FR,Residence of Jacob Walker,MD,,,,Republican Citizen,2,FR,Isaac,Walker,,MD
18501113,Trustee's Sale,Sell,10,Frederick,F,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18501115rc1.pdf,,ERROR (7 occurrences),,,18501115,18501126,public,FR,Residence of Jacob Walker,MD,,,,Republican Citizen,2,FR,Isaac,Walker,,MD
18501113,Trustee's Sale,Sell,13,Frederick,F,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18501115rc1.pdf,,ERROR (7 occurrences),,,18501115,18501126,public,FR,Residence of Jacob Walker,MD,,,,Republican Citizen,2,FR,Isaac,Walker,,MD
18501116,Wanted to Purchase,Purchase,8 to 12,Kent,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18501116kn2.pdf,,,"Wanted to Purchase
By a farmer living near Chester Town for his own use, a NEGRO GIRL from 8 to 12 years of age. The cash price will be given. Apply at this office.
Nov. 16, 1850.","By a farmer living in Chestertown for his own use. Apply to the office. Ad repeats until Mar 8, 1851",18501116,,private_buyer,,,,,,,Kent News,2,,,,,
18501122,Public Sale,Sell,,Frederick,,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18501112rc1.pdf,,ERROR,,9 slaves,18501122,18501204,public,FR,Monocacy Mills,MD,,,,Republican Citizen,2,FR,B.A.,Cunningham,,MD
18501122,Servant Wanted,Buy,,,M,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18501122acda.pdf,,,"SERVANT WANTED—A COLORED MAN. a
Slave preferred, as waiter in a small Family. The
best references will be required. Address A. B. at the
American Office.	
P 4teod no22",,18501122,,,,,,waiter,,,American and Commercial Daily Advertiser,,,,,,
18501123,Negroes for Sale.,Sale,18,Kent,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18501123kn3.pdf,,,"Negroes for Sale.
A woman about 18 years old and a 20 years man. April 1, 1850 ( ) an excellent cook. Also girl 12, and 26 year old Matchlast. These negroes... have been raised... for slaves for life.
JOHN N. DE NINO
188, South Frederick st., Baltimore
Nov. 23, 1850-4w 30","to serve for 20 years. Ad to run for 4 weeks. Ad repeats until Feb 15, 1851.",18501123,,private_dealer,,,,excellent cook,,,Kent News,3,BC,John N.,Denning,Baltimore City,Maryland
18501123,Negroes for Sale.,Sale,12,Kent,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18501123kn3.pdf,,,"Negroes for Sale.
A woman about 18 years old and a 20 years man. April 1, 1850 ( ) an excellent cook. Also girl 12, and 26 year old Matchlast. These negroes... have been raised... for slaves for life.
JOHN N. DE NINO
188, South Frederick st., Baltimore
Nov. 23, 1850-4w 30","to serve for 26 years from March last. Ad to run for 4 weeks. Ad repeats until Feb 15, 1851.",18501123,,private_dealer,,,,,,,Kent News,3,BC,John N.,Denning,Baltimore City,Maryland
18501129,A Negro Woman for Sale,Sell,,Frederick,F,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18501206rc1.pdf,,,"A Negro Woman for Sale.
THE undersigned has a Negro Woman, a
slave for a term of years, whom he will
sell. She is a good cook and family servant,
and has to serve until the 23rd of February,
1864. Persons desiring to purchase such a
servant are requested to call on the subscriber,
at the Point of Rocks, who will sell on reasonable terms. 
BENJAMIN MOFFAT, Jr.
November 29—4t.",slave until 18640223,18501206,,private,FR,Point of Rocks,MD,cook and family servant,,,Republican Citizen,3,FR,Benjamin,"Moffat, Jr",Point of Rocks,MD
18501130,Servants Wanted,Purchase,between 12 and 20 years of age,Kent,Man or boy,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18501130kn2.pdf,,,"Servants Wanted
A resident of this county wishes to purchase, for his own use, a servant (slave for life) between 12 and 20 years of age--also a servant man or boy. The servants of good disposition and get a liberal price will be paid. Enquire this at this office.
Nov. 30, 1850","a resident of this county, for his own use. Ad repeats until Jan 25, 1851.",18501130,,private_buyer,,,,good dispositions,,,Kent News,2,,,,,
18501218,Servant Wanted,Buy,,,M,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18501218acda.pdf,,,"SERVANT WANTED—A MAN SERVANT as
waiter in a small family, a slave preferred, and good
recommendations will be required. Address S. C. at the
American office.	
P eo6t de 1S",,18501218,,,,,,waiter,,,American and Commercial Daily Advertiser,,,S.,C.,,
18510107,Public Sale,Sell,,Charles,,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510108pttacca3.pdf,,,"PUBLIC SALE.
BY virtue of an order of the Orphans’ Court of
Charles County, the subscriber will sell at
Public Auction, in Port Tobacco, on WEDNESDAY the 5th day of FEBRUARY next, (if fair,
if not, the next fair day thereafter,) to resident
citizens of said county, exclusively, on a credit of
six months, the purchasers giving bond with such
security as the subscriber shall approve,
all the NEGRO SLAVES belonging to the
infant children of the late Edward I. Hamilton. 
STANISLAUS MURRAY,
Guardian to the Infants.
Jan. 7, 1851.—ts",All the negro slaves belonging to the infant children of the late Edward I. Hamilton. Ad to be run until sold,18510107,18510205,,Charles,Port Tobacco,MD,,,,Port Tobacco Times and Charles County Advertiser,3,Charles,Murray,Stanislaus,,MD
18510121,Wanted,buy,elderly,,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510121acda01.pdf,,,"WANTED—A COLORED MAN SERVANT, to
wait in a small family, and occasionally to drive a
carriage and horse kept at livery. An elderly man, a
slave preferred. Satisfactory recommendations required.
Apply at this office.
ja 21 d4t",wants,18510121,,private_dealer,,,MD,"waiting, driving, horse care",,,American Commercial and Daily Advertiser,,,,,,MD
18510122,Public sale of servants,Sell,,Charles,both,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510122pttacca2.pdf,,,"PUBLIC SALE OF SERVANTS.
BY virtue of an order of the Orphans' Court of Charles County, the subscriber will sell at Public Auction, in front of
James A Medley's Tavern, in the village of
Piscataway, on THURSDAY the 13h day
of February next, if fair, if not, next fair
day thereafter, on a credit of twelve months,
the purchasers giving bond with such security as the subscriber shall approve, all
the NEGRO SLAVES belonging
to George R. H. and Harriet R.
Marshall, consisting of between forty and fifty. The subscriber
is authorized to sell said Negroes
at PRIVATE SALE, provided they shall
not be sold for less than their re-appraised value.
THOMAS MARSHALL,
Guardian to G. B. H. & H. R. Marshall.
Jan. 22, 1851—ts.","All the negro slaves belonging to George R. H. and Harriet R. Marshall, ammounting to between forty and fifty. Thomas Marshall, guardian to G.B.H. & H.R. Marshall. Ad to be run until sold.",18510122,18510213,,Charles,Piscataway,MD,,,,Port Tobacco Times and Charles County Advertiser,2,Charles,Thomas,Marshall,in front of James A. Medley's tavern,MD
18510212,Public Sale of Negroes,Sell,,Charles,both,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510226pttacca3.pdf,,,"PUBLIC SALE NEGROES.
IN pursuance of an order of the Orphans’ Court
of Charles county the undersigned Executors of
John J. Hanson, deceased, will sell at public sale,
at the Court House door, for cash, on THURSDAY the 6th of MARCH next, if fair, if not, the
next fair day, several LIKELY NEGROES.
Should the purchaser desire it, and can make satisfactory arrangements, a credit of six months
will be given. The sale to take place between
the hours of 1 and 3 P. M.
ROBERT S. REEDER,
SAMUEL HANSON, Executors
of John J. Hanson.
Feb. 12, 1851. 
The above sale is postponed indefinitely, as to all
the Negroes, except a man, (Hanson) and a woman,
(Susan.) The first named is very likely and aged
about 22 years, and the second aged from 35 to 40
years.	
R. S. REEDER,
SAMUEL HANSON, Administrators
of J. J. Hanson.
Feb. 26.","Several likely negroes, sale to take place between the hours of 1 and 3 PM.. Robert S. Reeder & Samuel Hanson, executors of John J. Hanson. On Feb 26, a note says that the sale is postponed, as to all the negroes, except a man (Hanson) very likely and aged about 22 years, and a woman (Susan), aged from 35-40 years.",18510212,18510306,,Charles,,MD,,,,Port Tobacco Times and Charles County Advertiser,3,Charles,Robert S.,Reeder,Court House Door,MD
18510226,Public Sale,Sell,,Charles,Both,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510226pttacca2.pdf,,,"PUBLIC SALE
OF LARGE AND  VERY VALUABLE REAL AND PERSONAL ESTATE
The undersigned will offer at public sale on WEDNESDAY, the 2nd day of APRIL next, on the premises, all that REAL ESTATE lying in Charles county, Maryland, called and known by the name of
""GLASVAR""
This estate contains about TWELVE HUNDRED Acres, and has been recently surveyed and laid off
into FOUR FARMS. The soil is equal to any in the county, and is now in a very highly improved condition--every part of the arable land having been heavily limed and manured. It is now capable of producing large and heavy crops of TOBACCO, CORN, WHEAT, OATS, &c., and from its proximity to navigable waters, (lying on the Wicomico, and being only one-and-a-half mile from the Potomac.) offers a most desirable and rare opportunity for those who wish to purchase real estate. It has upon it large and commodious BARNS and all the necessary QUARTERS and OUT-HOUSES, and an abundance of TIMBER and WOOD of the  very best kind. This estate will be sold in four separate parts, it having been divided into four farms of nearly the same size with a proportion of the buildings and wood on each. Those desirous of examining for themselves will be shown the place at any time by Mr. MURPHY, who is residing upon the premises, and all information given, in reference thereto, that may be desired, by either of the subscribers.
Also, at the same time, the VILLAGE adjoining, called and known by the name of-- 
ALLEN'S FRESH.
It contains a STORE-HOUSE with a DWELLING attached, and is one of the best locations for a Store tn this section of the State, being in the midst of a rich surrounding country, and the annual sale of goods there, it is believed, now reaches thirty-five or forty thousand dollars. There are also here three comfortable Dwellings, two Barns, and three Shops--all in good condition. Also, a
LARGE STEAM MILL,
for grinding Corn, Wheat, &c., in good repair and
now in operation. This village is situated on the head waters of the Wicomico, and goods may be landed within two hundred yards of the Store-House.
The undersigned will also sell at the same time and place a large amount of Personal Property, consisting of about One Hundred HORNED CATTLE, One Hundred SHEEP, a large number of HOGS, three pair of very superior MULES, HORSES, WAGONS, CARTS and FARMING UTENSILS of the various kinds used in the cultivation of an extensive farm.
THE TERMS OF SALE are as follows:-Upon the Real Estate one-fourth of the purchase money will be required in advance, and on the residue a credit will be given of twelve, eighteen and twenty-four months. For all purchases of Personal Property of thirty dollars and under the cash will be requied, and for all sums over that amount a credit of six months will be given. In every case where a credit if given the purchaser will be required to give bond for the amount, with such security as the undersigned will approve, bearing interest from the day of sale.
The above sale will commence at ten o'clock, A.M.
GEORGE BRENT,
R. T. MERRICK.
PORT TOBACCO, Feb. 26, 1851.
[The S. Mary's Beacon and Marlboro Gazette will insert the above weekly until the day of sale; the Wash. Union, Baltimore Patriot, Richmond Whig and Newark Advertiser, each three times a week until the day of sale; and the National Intelligencer, alternately, three times a week in daily and three times in tri-weekly paper. Send bills to this office for collection]","All that real estate, lying in Charles county, Maryland, called and known by the name of ""Glasvar"". George Brent & R.T. Merrick",18510226,18510402,,Charles,Allen's Fresh,MD,"Engineer, miller, first rate blacksmith.",,,port Tobacco Times and Charles County Advertiser,3,Charles,George,Brent,Port Tobacco,MD
18510226,Notice,Buy,25-Oct,Charles,Both,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510226pttacca1.pdf,,,"NOTICE.
I WISH to purchase for a Gentleman in the
South, for his own use, ten or twelve
young NEGROES of both sexes, from ten
to twenty-five years of age, for which I will
pay the market price.
Persons wishing to sell can address me
by letter at Bryantown. Charles County. Maryland. 
JOHN L JOHNSON.
Feb. 26, 1851.","I wish to purchase, for a gentleman in the south, for his own use, ten or twelve young Negroes of both sexes.",18510226,,,Charles,,MD,,,,Port Tobacco Times and Charles County Advertiser,2,Charles,John L.,Johnson,Bryantown,MD
18510318,Servant Wanted,buy,,,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510318acda02.pdf,,,"SERVANT WANTED—A colored MAN as Waiter
in a small Family, a slave preferred, and the best references required. Address T. W. at the American Office.
P mh 18-eod6t",p. 3 Wants,18510318,,private_dealer,,,MD,Waiter,,,American Commercial and Daily Advertiser,,,,,,MD
18510324,For Hire,sell,16,Baltimore,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510327acda04.pdf,,,"FOR HIRE--A very fine SERVANT GIRL, a slave who can be highly recommended; aged 16 years Apply to THOMAS J. TULL
No. 3 Ellicott St.
3d door N. of Pratt St.
mh 24-4t*",p.3 for rent,18510327,,private_dealer,BA,,MD,Servant,,,American Commercial and Daily Advertiser,,BA,Thomas J.,Tull,No. 3 Ellicott Street,MD
18510326,Negroes for Sale,sell,,Baltimore,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510327acda03.pdf,,,"NEGROES FOR SALE—Two WOMEN, one BOY and three GIRLS, the women very superior COOKS,
Washers and Ironers, the boy and girls are good Waiters
and Nurses, raised on farms; they are all servants of first
rate characters and qualifications, and are sent here for
sale, to serve a term of years only, and will be sold at low
prices to good homes. They can be seen at No. 18 South
Frederick near Second street, where persons in want of
good servants are invited to call. 
2t? mh26",p.2 for sale,18510327,,private_dealer,,,MD,Waiter,,,American Commercial and Daily Advertiser,,BA,,,No. 18 S. Frederick Street,MD
18510326,Negroes for Sale,sell,,Baltimore,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510327acda03.pdf,,,"NEGROES FOR SALE—Two WOMEN, one BOY and three GIRLS, the women very superior COOKS,
Washers and Ironers, the boy and girls are good Waiters
and Nurses, raised on farms; they are all servants of first
rate characters and qualifications, and are sent here for
sale, to serve a term of years only, and will be sold at low
prices to good homes. They can be seen at No. 18 South
Frederick near Second street, where persons in want of
good servants are invited to call. 
2t? mh26",p.2 for sale,18510327,,private_dealer,,,MD,"Cook, wash, Ironing",,,American Commercial and Daily Advertiser,,BA,,,No. 18 S. Frederick Street,MD
18510326,Negroes for Sale,sell,,Baltimore,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510327acda03.pdf,,,"NEGROES FOR SALE—Two WOMEN, one BOY and three GIRLS, the women very superior COOKS,
Washers and Ironers, the boy and girls are good Waiters
and Nurses, raised on farms; they are all servants of first
rate characters and qualifications, and are sent here for
sale, to serve a term of years only, and will be sold at low
prices to good homes. They can be seen at No. 18 South
Frederick near Second street, where persons in want of
good servants are invited to call. 
2t? mh26",p.2 for sale,18510327,,private_dealer,,,MD,"Cook, wash, Ironing",,,American Commercial and Daily Advertiser,,BA,,,No. 18 S. Frederick Street,MD
18510326,Negroes for Sale,sell,,Baltimore,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510327acda03.pdf,,,"NEGROES FOR SALE—Two WOMEN, one BOY and three GIRLS, the women very superior COOKS,
Washers and Ironers, the boy and girls are good Waiters
and Nurses, raised on farms; they are all servants of first
rate characters and qualifications, and are sent here for
sale, to serve a term of years only, and will be sold at low
prices to good homes. They can be seen at No. 18 South
Frederick near Second street, where persons in want of
good servants are invited to call. 
2t? mh26",p.2 for sale,18510327,,private_dealer,,,MD,"Waiting, Nurse",,,American Commercial and Daily Advertiser,,BA,,,No. 18 S. Frederick Street,MD
18510326,Negroes for Sale,sell,,Baltimore,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510327acda03.pdf,,,"NEGROES FOR SALE—Two WOMEN, one BOY and three GIRLS, the women very superior COOKS,
Washers and Ironers, the boy and girls are good Waiters
and Nurses, raised on farms; they are all servants of first
rate characters and qualifications, and are sent here for
sale, to serve a term of years only, and will be sold at low
prices to good homes. They can be seen at No. 18 South
Frederick near Second street, where persons in want of
good servants are invited to call. 
2t? mh26",p.2 for sale,18510327,,private_dealer,,,MD,"Waiting, Nurse",,,American Commercial and Daily Advertiser,,BA,,,No. 18 S. Frederick Street,MD
18510326,Negroes for Sale,sell,,Baltimore,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510327acda03.pdf,,,"NEGROES FOR SALE—Two WOMEN, one BOY and three GIRLS, the women very superior COOKS,
Washers and Ironers, the boy and girls are good Waiters
and Nurses, raised on farms; they are all servants of first
rate characters and qualifications, and are sent here for
sale, to serve a term of years only, and will be sold at low
prices to good homes. They can be seen at No. 18 South
Frederick near Second street, where persons in want of
good servants are invited to call. 
2t? mh26",p.2 for sale,18510327,,private_dealer,,,MD,"Waiting, Nurse",,,American Commercial and Daily Advertiser,,BA,,,No. 18 S. Frederick Street,MD
18510331,Sale of Negroes,Sell,,Charles,,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510409pttacca3.pdf,,,"SALE OE NEGROES.
BY virtue of an order of the Orphans'
Court of Charles County, the undersigned will sell at public sale (if not previously
sold at private sale,) in Fort Tobacco, on
TUESDAY the 22d day of APRIL next, if
fair, it not, the next fair day thereafter, a lot
of valuable NEGROES, belonging to the
late George W. Barnes’ Estate, consisting
of a good Seamstress, Cook and House servant. Terms Cash.
RICHARD BANES,
Administrator of George W. Barnes.
March 31, 1851.","Belonging to the late George W. Barnes' Estate. Terms cash. Richard Banes, administrator of George W. Barnes",18510409,18510422,,Charles,Port Tobacco,MD,"Sempstress, Cook, and Houseservant",,,port Tobacco Times and Charles County Advertiser,3,Charles,Richard,Banes,Port Tobacco,MD
18510402,Public Sale,Sell,,Charles,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510409pttacca1.pdf,,,"PUBLIC SALE
BY order of Charles County Court, sitting as a Court of Equity, we will sell
at public sale, in Port Tobacco, on THURSDAY. 24th of APRIL, 1851, a Negro WOMAN anti CHILD. 
Terms cash.
Sale to commence at 12 o’clock. M.
J. J. HUGHES,
F. STONE, Administrators of J. Hughes
April 2, 1851—ts.","A Negro woman and child. J. J. Hughes & F. Stone, administrators of J. Hughes. Ad to be run until sold.",18510402,18510424,,Charles,Port Tobacco,MD,,,,port Tobacco Times and Charles County Advertiser,2,Charles,J. J.,Hughes,,MD
18510410,For hire by the month of year,sell,,,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510410acda06.pdf,,,"FOR HIRE BY THE MONTH OR YEAR—A
 COLORED MAN. a slave from the country, he is
honest, sober and industrious, accustomed to the care of
horses, and a good driver. For further particulars, apply at this office.
d4t ap 10",p.2 3rd column,18510410,,private_dealer,,,MD,Horse driving,,,American Commercial and Daily Advertiser,,,,,,MD
18510416,Servants for Sale,Sell,"adult, 11 and 8",Charles,Female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510416pttacca1.pdf,,,"SERVANTS FOR SALE.
BY virtue of an order of the Orphans'
Court, I will sell at private sale a young
Negro WOMAN with two CHILDREN--girls, aged respectively about eleven and
eight years. The woman is accustomed to
either house or outdoor work.
Terms, cash. If desirable, however, a
short credit would be given for a portion
of the purchase money, upon bond with
security.
JOHN W. MITCHELL
Executor of John M. Muschett
April16. 1851 —tf.","Woman accustomed to house or outdoor work. Selling a negro woman with two children, girls. John W. Mitchell, executor of John M. Muschett. Ad to be placed until sold",18510416,,,Charles,,MD,,,,Port Tobacco Times and Charles County Advertiser,2,Charles,John W.,Mitchell,,MD
18510422,Servant Wanted,buy,,Baltimore,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510422acda07.pdf,,,"SERVANT WANTED—SLAVE PREFERRED—
A pleasant and permanent situation, at good wages,
can be obtained, about one mile from the city, by a good
servant that understands plain cooking and washing and
ironing Apply at this Office.	
3t ap 22",p.3 wants,18510422,,private_dealer,BA,,MD,"Washing, cooking Ironing",,,American Commercial and Daily Advertiser,,,,,,MD
18510422,Wanted,buy,,,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510424acda08.pdf,,,"WANTED—A Colored Man (Slave preferred) to
drive a furniture wagon. Apply at this Office.
ap 22 3t",p.3 wants,18510424,,private_dealer,,,MD,Drive furniture wagon,,,American Commercial and Daily Advertiser,,,,,,MD
18510507,Wanted to hire,buy,,,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510507acda09.pdf,,,WABTED TO HIRE-A colored WOMAN to do the Cooking of a small Family; a slave would be preferred. Apply at 47 South Frederick street.,p.3 wants,18510507,,private_dealer,,,MD,cooking,,,American Commercial and Daily Advertiser,,,,,47 S. Frederick Street,MD
18510513,Wanted to Hire,buy,,,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510516acda10.pdf,,,"WANTED TO HIRE—A colored Boy, one who is
competent to take charge of a Horse, a slave would
be preferred. Apply at 210 Baltimore at. 
d 2w-ma 13",p.3 wants,18510516,,private_dealer,,,MD,Caring for Horses,,,American Commercial and Daily Advertiser,,,,,210 Baltimore Street,MD
18510526,Negroes for Sale,sell,,Baltimore,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510527acda11.pdf,,,"NEGROES FOR SALE—For Life and Term of
Years—Two middle aged WOMEN, reputed to be
most excellent plain Cooks, Washers and Ironers, just
from the Country. Also, a likely BOY, 12 years old
raised to farm work, and a GIRL 11 years old, an excellent nurse and house girl. They are all believed to be honest, good disposed servants, sold for want of money
and not fault of any kind. They have been raised in the
best of families and will be sold very low to good homes.
They can be seen today and tomorrow at No. 18. South
FREDERICK STREET, near Second street 
ma 26-2t",p.2 last column Bottom,18510527,,private_dealer,,,MD,"Cook, wash, serving",,,American Commercial and Daily Advertiser,,BA,,,no. 18 S. Frederick Street,MD
18510526,Negroes for Sale,sell,,Baltimore,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510527acda11.pdf,,,"NEGROES FOR SALE—For Life and Term of
Years—Two middle aged WOMEN, reputed to be
most excellent plain Cooks, Washers and Ironers, just
from the Country. Also, a likely BOY, 12 years old
raised to farm work, and a GIRL 11 years old, an excellent nurse and house girl. They are all believed to be honest, good disposed servants, sold for want of money
and not fault of any kind. They have been raised in the
best of families and will be sold very low to good homes.
They can be seen today and tomorrow at No. 18. South
FREDERICK STREET, near Second street 
ma 26-2t",p.2 last column Bottom,18510527,,private_dealer,,,MD,"Cook, wash, serving",,,American Commercial and Daily Advertiser,,BA,,,no. 18 S. Frederick Street,MD
18510526,Negroes for Sale,sell,,Baltimore,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510527acda11.pdf,,,"NEGROES FOR SALE—For Life and Term of
Years—Two middle aged WOMEN, reputed to be
most excellent plain Cooks, Washers and Ironers, just
from the Country. Also, a likely BOY, 12 years old
raised to farm work, and a GIRL 11 years old, an excellent nurse and house girl. They are all believed to be honest, good disposed servants, sold for want of money
and not fault of any kind. They have been raised in the
best of families and will be sold very low to good homes.
They can be seen today and tomorrow at No. 18. South
FREDERICK STREET, near Second street 
ma 26-2t",p.2 last column Bottom,18510527,,private_dealer,,,MD,Farm Work,,,American Commercial and Daily Advertiser,,BA,,,no. 18 S. Frederick Street,MD
18510526,Negroes for Sale,sell,11,Baltimore,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510527acda11.pdf,,,"NEGROES FOR SALE—For Life and Term of
Years—Two middle aged WOMEN, reputed to be
most excellent plain Cooks, Washers and Ironers, just
from the Country. Also, a likely BOY, 12 years old
raised to farm work, and a GIRL 11 years old, an excellent nurse and house girl. They are all believed to be honest, good disposed servants, sold for want of money
and not fault of any kind. They have been raised in the
best of families and will be sold very low to good homes.
They can be seen today and tomorrow at No. 18. South
FREDERICK STREET, near Second street 
ma 26-2t",p.2 last column Bottom,18510527,,private_dealer,,,MD,"Nurse, House Servant",,,American Commercial and Daily Advertiser,,BA,,,no. 18 S. Frederick Street,MD
18510531,Wanted,buy,,Baltimore,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510531acda12.pdf,,,"WANTED—To purchase for a term of years, an experienced COOK, without children. The best
recommendations will be required and a liberal price paid.
Apply to	
JOHN W. ROSS & CO.,
Hollingsworth street.
ma 31",p. 3 wants,18510531,,private_dealer,,,MD,cook,,,American Commercial and Daily Advertiser,,BA,John W.,Ross,John W. Ross & Co. Hollingsworth St.,MD
18510531,Wanted,buy,,Baltimore,male,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510531acda12.pdf,,,"WANTED—To purchase for a term of years, an experienced COOK, without children. The best
recommendations will be required and a liberal price paid.
Apply to	
JOHN W. ROSS & CO.,
Hollingsworth street.
ma 31",p. 3 wants,18510531,,private_dealer,,,MD,House Servant; Horse Driver,,,American Commercial and Daily Advertiser,,BA,John W.,Ross,John W. Ross & Co. Hollingsworth St.,MD
18510619,Negro Woman and Boy for Sale,sell,,Baltimore,female,http://msa.maryland.gov/megafile/msa/speccol/sc5400/sc5496/domestic_traffic_ads/pdf/18510619acda13.pdf,,,"NEGRO WOMAN AND BOY FOR SALE—To
serve for a term of years—a young woman, a first
rate nurse and Chambermaid, in which capacity she has
been employed up to the last year; since then, to cooking,
washing and ironing. Also, a young man, an excellent
house servant and driver. They have been raised in two
of the most wealthy and respectable families in the State.
Sold to close estates. They are reported to be orderly,
trusty, well-disposed servants. Will be sold low. Apply
at No. 12 S. Frederick, near Second st. 
je 19-2t?","p.2 4th column, fourth from bottom",18510619,,private_dealer,,,MD,Nurse; Chambermaid,,,American Commercial and Daily Advertiser,,BA,,,No. 12 S. Frederick St.,MD
